,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,B,Bosnia y Herzegovina,4,3,1,1,1,3,3,0,3B,3B,0,1,P.1 (4),4,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,2,12,1,2.1,2,,2B,Canadá
NombreEquipo,B,4,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,B,12/6/2026,21:00,J1,Canadá,,1,1,,Bosnia y Herzegovina,1,3,,Grupo B,,,,,,,,,,,,,,,,,,,B,Catar,0,3,0,0,3,0,5,-5,4B,4B,0,1,P.1 (4),0,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,3,12,1,3.1,3,,3B,Bosnia y Herzegovina
Canadá,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,13/6/2026,21:00,J1,Catar,,0,3,,Suiza,1,8,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,B,Suiza,7,3,2,1,0,6,2,4,1B,1B,0,1,P.1 (4),7,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,4,12,1,4.1,4,,4B,Catar
Bosnia y Herzegovina,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,18/6/2026,21:00,J2,Suiza,,2,1,,Bosnia y Herzegovina,1,26,1B,1,,Suiza,7,3,2,1,0,6,2,4,1,Suiza,,,Canadá,,,,C,Brasil,9,3,3,0,0,7,2,5,1C,1C,0,1,P.1 (4),9,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1C,Brasil
Catar,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,19/6/2026,0:00,J2,Canadá,,1,0,,Catar,1,27,2B,2,,Canadá,5,3,1,2,0,3,2,1,1,Canadá,,,Bosnia y Herzegovina,,,,C,Marruecos,6,3,2,0,1,6,3,3,2C,2C,0,1,P.1 (4),6,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,2,12,1,2.1,2,,2C,Marruecos
Suiza,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,24/6/2026,21:00,J3,Suiza,,1,1,,Canadá,1,51,3B,3,,Bosnia y Herzegovina,4,3,1,1,1,3,3,0,1,Bosnia y Herzegovina,,,Catar,,,,C,Haití,0,3,0,0,3,1,7,-6,4C,4C,0,1,P.1 (4),0,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,3,12,1,3.1,3,,3C,Escocia
,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,24/6/2026,21:00,J3,Bosnia y Herzegovina,,1,0,,Catar,1,52,4B,4,,Catar,0,3,0,0,3,0,5,-5,1,Catar,,,Suiza,,,,C,Escocia,3,3,1,0,2,2,4,-2,3C,3C,0,1,P.1 (4),3,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,4,12,1,4.1,4,,4C,Haití
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,Estados Unidos,5,3,1,2,0,4,3,1,2D,2D,0,1,P.1 (4),5,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,1,12,1,1.1,1,,1D,Turquía
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,D,Paraguay,3,3,1,0,2,4,5,-1,3D,3D,0,1,P.1 (4),3,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,2,12,1,2.1,2,,2D,Estados Unidos
NombreEquipo,C,4,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,C,14/6/2026,0:00,J1,Brasil,,2,1,,Marruecos,1,7,,Grupo C,,,,,,,,,,,,,,,,,,,D,Australia,1,3,0,1,2,3,6,-3,4D,4D,0,1,P.1 (4),1,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,3,12,1,3.1,3,,3D,Paraguay
Brasil,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,14/6/2026,3:00,J1,Haití,,0,1,,Escocia,1,5,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,D,Turquía,7,3,2,1,0,6,3,3,1D,1D,0,1,P.1 (4),7,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,4,12,1,4.1,4,,4D,Australia
Marruecos,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,20/6/2026,0:00,J2,Escocia,,0,2,,Marruecos,1,30,1C,1,,Brasil,9,3,3,0,0,7,2,5,1,Brasil,,,Brasil,,,,E,Alemania,5,3,1,2,0,5,3,2,1E,1E,0,1,P.1 (4),5,1,P.1 (3),0,2,0,2,1,P.1 (3),2,2,0,1,P.1 (3),2,1,P.1 (3),0,2,0,2,1,P.1 (3),2,2,0,1,P.1 (3),2,1,P.1 (3),2,1,P.1 (2),5,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1E,Alemania
Haití,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,20/6/2026,2:30,J2,Brasil,,3,0,,Haití,1,29,2C,2,,Marruecos,6,3,2,0,1,6,3,3,1,Marruecos,,,Marruecos,,,,E,Curazao,0,3,0,0,3,1,6,-5,4E,4E,0,1,P.1 (4),0,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,2,12,1,2.1,2,,2E,Costa de Marfil
Escocia,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,25/6/2026,0:00,J3,Escocia,,1,2,,Brasil,1,49,3C,3,,Escocia,3,3,1,0,2,2,4,-2,1,Escocia,,,Haití,,,,E,Costa de Marfil,5,3,1,2,0,4,2,2,2E,2E,0,1,P.1 (4),5,1,P.1 (3),0,2,0,2,1,P.1 (3),2,2,0,1,P.1 (3),2,1,P.1 (3),0,2,0,2,1,P.1 (3),2,2,0,1,P.1 (3),2,1,P.1 (3),2,1,P.1 (2),4,2,-,-,2,,2,-,2,,3,12,1,3.1,3,,3E,Ecuador
,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,25/6/2026,0:00,J3,Marruecos,,3,1,,Haití,1,50,4C,4,,Haití,0,3,0,0,3,1,7,-6,1,Haití,,,Escocia,,,,E,Ecuador,5,3,1,2,0,3,2,1,3E,3E,0,1,P.1 (4),5,1,P.1 (3),0,2,0,2,1,P.1 (3),2,2,0,1,P.1 (3),2,1,P.1 (3),0,2,0,2,1,P.1 (3),2,2,0,1,P.1 (3),2,1,P.1 (3),1,3,-,-,3,-,-,3,,3,-,3,,4,12,1,4.1,4,,4E,Curazao
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,Países Bajos,6,3,2,0,1,3,2,1,2F,2F,0,1,P.1 (4),6,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,1,12,1,1.1,1,,1F,Japón
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,F,Japón,7,3,2,1,0,6,3,3,1F,1F,0,1,P.1 (4),7,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,2,12,1,2.1,2,,2F,Países Bajos
NombreEquipo,D,4,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,D,13/6/2026,3:00,J1,Estados Unidos,,2,1,,Paraguay,1,4,,Grupo D,,,,,,,,,,,,,,,,,,,F,Suecia,4,3,1,1,1,4,4,0,3F,3F,0,1,P.1 (4),4,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,3,12,1,3.1,3,,3F,Suecia
Estados Unidos,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,14/6/2026,6:00,J1,Australia,,1,3,,Turquía,1,6,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,F,Túnez,0,3,0,0,3,1,5,-4,4F,4F,0,1,P.1 (4),0,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,4,12,1,4.1,4,,4F,Túnez
Paraguay,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,19/6/2026,21:00,J2,Estados Unidos,,1,1,,Australia,1,32,1D,1,,Turquía,7,3,2,1,0,6,3,3,1,Turquía,,,Estados Unidos,,,,G,Bélgica,7,3,2,1,0,6,1,5,1G,1G,0,1,P.1 (4),7,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1G,Bélgica
Australia,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,20/6/2026,5:00,J2,Turquía,,2,1,,Paraguay,1,31,2D,2,,Estados Unidos,5,3,1,2,0,4,3,1,1,Estados Unidos,,,Paraguay,,,,G,Egipto,4,3,1,1,1,2,3,-1,3G,3G,0,1,P.1 (4),4,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,2,12,1,2.1,2,,2G,Irán
Turquía,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,26/6/2026,4:00,J3,Turquía,,1,1,,Estados Unidos,1,59,3D,3,,Paraguay,3,3,1,0,2,4,5,-1,1,Paraguay,,,Australia,,,,G,Irán,5,3,1,2,0,4,2,2,2G,2G,0,1,P.1 (4),5,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,3,12,1,3.1,3,,3G,Egipto
,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,26/6/2026,4:00,J3,Paraguay,,2,1,,Australia,1,60,4D,4,,Australia,1,3,0,1,2,3,6,-3,1,Australia,,,Turquía,,,,G,Nueva Zelanda,0,3,0,0,3,0,6,-6,4G,4G,0,1,P.1 (4),0,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,4,12,1,4.1,4,,4G,Nueva Zelanda
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,España,9,3,3,0,0,7,2,5,1H,1H,0,1,P.1 (4),9,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1H,España
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,H,Cabo Verde,3,3,1,0,2,3,5,-2,3H,3H,0,1,P.1 (4),3,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,2,12,1,2.1,2,,2H,Uruguay
NombreEquipo,E,4,Local,P.1 (3),-,,P.1 (3),-,,P.1 (3),-,,P.1 (3),-,,P.1 (3),-,,P.1 (3),-,,E,14/6/2026,19:00,J1,Alemania,,3,1,,Curazao,1,10,,Grupo E,,,,,,,,,,,,,,,,,,,H,Arabia Saudita,0,3,0,0,3,4,8,-4,4H,4H,0,1,P.1 (4),0,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,3,12,1,3.1,3,,3H,Cabo Verde
Alemania,,,Empate,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,,15/6/2026,1:00,J1,Costa de Marfil,,1,1,,Ecuador,1,9,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,H,Uruguay,6,3,2,0,1,4,3,1,2H,2H,0,1,P.1 (4),6,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,4,12,1,4.1,4,,4H,Arabia Saudita
Curazao,,,Empate,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,,20/6/2026,22:00,J2,Alemania,,1,1,,Costa de Marfil,1,33,1E,1,,Alemania,5,3,1,2,0,5,3,2,1,Alemania,,,Alemania,,,,I,Francia,7,3,2,1,0,6,3,3,1I,1I,0,1,P.1 (4),7,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1I,Francia
Costa de Marfil,,,Local,P.1 (3),-,,P.1 (3),-,,P.1 (3),-,,P.1 (3),-,,P.1 (3),-,,P.1 (3),-,,,21/6/2026,2:00,J2,Ecuador,,1,0,,Curazao,1,34,2E,2,,Costa de Marfil,5,3,1,2,0,4,2,2,1,Costa de Marfil,,,Curazao,,,,I,Senegal,4,3,1,1,1,4,4,0,3I,3I,0,1,P.1 (4),4,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,2,12,1,2.1,2,,2I,Noruega
Ecuador,,,Visitante,-,P.1 (3),,-,P.1 (3),,-,P.1 (3),,-,P.1 (3),,-,P.1 (3),,-,P.1 (3),,,25/6/2026,22:00,J3,Curazao,,0,2,,Costa de Marfil,1,55,3E,3,,Ecuador,5,3,1,2,0,3,2,1,1,Ecuador,,,Costa de Marfil,,,,I,Irak,0,3,0,0,3,2,7,-5,4I,4I,0,1,P.1 (4),0,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,3,12,1,3.1,3,,3I,Senegal
,,,Empate,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,P.1 (3),P.1 (3),,,25/6/2026,22:00,J3,Ecuador,,1,1,,Alemania,1,56,4E,4,,Curazao,0,3,0,0,3,1,6,-5,1,Curazao,,,Ecuador,,,,I,Noruega,5,3,1,2,0,6,4,2,2I,2I,0,1,P.1 (4),5,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,4,12,1,4.1,4,,4I,Irak
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,Argentina,9,3,3,0,0,5,1,4,1J,1J,0,1,P.1 (4),9,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1J,Argentina
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,J,Argelia,6,3,2,0,1,5,3,2,2J,2J,0,1,P.1 (4),6,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,2,12,1,2.1,2,,2J,Argelia
NombreEquipo,F,4,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,F,14/6/2026,22:00,J1,Países Bajos,,0,1,,Japón,1,11,,Grupo F,,,,,,,,,,,,,,,,,,,J,Austria,3,3,1,0,2,3,4,-1,3J,3J,0,1,P.1 (4),3,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,3,12,1,3.1,3,,3J,Austria
Países Bajos,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,15/6/2026,4:00,J1,Suecia,,1,0,,Túnez,1,12,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,J,Jordania,0,3,0,0,3,1,6,-5,4J,4J,0,1,P.1 (4),0,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,4,12,1,4.1,4,,4J,Jordania
Japón,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,20/6/2026,19:00,J2,Países Bajos,,2,1,,Suecia,1,35,1F,1,,Japón,7,3,2,1,0,6,3,3,1,Japón,,,Países Bajos,,,,K,Portugal,7,3,2,1,0,4,1,3,1K,1K,0,1,P.1 (4),7,1,P.1 (2),0,1,0,1,1,P.1 (2),1,1,0,1,P.1 (2),1,1,P.1 (2),0,1,0,1,1,P.1 (2),1,1,0,1,P.1 (2),1,1,P.1 (2),3,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1K,Portugal
Suecia,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,21/6/2026,6:00,J2,Túnez,,1,3,,Japón,1,36,2F,2,,Países Bajos,6,3,2,0,1,3,2,1,1,Países Bajos,,,Japón,,,,K,RD Congo,3,3,1,0,2,2,3,-1,3K,3K,0,1,P.1 (4),3,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,2,12,1,2.1,2,,2K,Colombia
Túnez,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,26/6/2026,1:00,J3,Japón,,2,2,,Suecia,1,57,3F,3,,Suecia,4,3,1,1,1,4,4,0,1,Suecia,,,Suecia,,,,K,Uzbekistán,0,3,0,0,3,1,5,-4,4K,4K,0,1,P.1 (4),0,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,3,12,1,3.1,3,,3K,RD Congo
,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,26/6/2026,1:00,J3,Túnez,,0,1,,Países Bajos,1,58,4F,4,,Túnez,0,3,0,0,3,1,5,-4,1,Túnez,,,Túnez,,,,K,Colombia,7,3,2,1,0,5,3,2,2K,2K,0,1,P.1 (4),7,1,P.1 (2),0,1,0,1,1,P.1 (2),1,1,0,1,P.1 (2),1,1,P.1 (2),0,1,0,1,1,P.1 (2),1,1,0,1,P.1 (2),1,1,P.1 (2),2,2,-,-,2,-,-,2,,2,-,2,,4,12,1,4.1,4,,4K,Uzbekistán
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,Inglaterra,7,3,2,1,0,5,2,3,1L,1L,0,1,P.1 (4),7,1,P.1 (2),0,1,0,1,1,P.1 (2),1,1,0,1,P.1 (2),1,1,P.1 (2),0,1,0,1,1,P.1 (2),1,1,0,1,P.1 (2),1,1,P.1 (2),3,1,P.1 (2),5,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1L,Inglaterra
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,L,Croacia,7,3,2,1,0,4,1,3,2L,2L,0,1,P.1 (4),7,1,P.1 (2),0,1,0,1,1,P.1 (2),1,1,0,1,P.1 (2),1,1,P.1 (2),0,1,0,1,1,P.1 (2),1,1,0,1,P.1 (2),1,1,P.1 (2),3,1,P.1 (2),4,2,-,-,2,,2,-,2,,2,12,1,2.1,2,,2L,Croacia
NombreEquipo,G,4,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,G,15/6/2026,21:00,J1,Bélgica,,2,0,,Egipto,1,16,,Grupo G,,,,,,,,,,,,,,,,,,,L,Ghana,1,3,0,1,2,1,4,-3,4L,4L,0,1,P.1 (4),1,3,P.3 (2),0,1,0,1,3,P.3 (2),1,1,0,3,P.3 (2),1,3,P.3 (2),0,1,0,1,3,P.3 (2),1,1,0,3,P.3 (2),1,3,P.3 (2),-3,3,P.3 (2),1,4,-,-,4,,4,-,4,,3,12,1,3.1,3,,3L,Panamá
