,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,B,Bosnia y Herzegovina,5,3,1,2,0,8,5,3,1B,1B,0,1,P.1 (4),5,1,P.1 (2),0,1,0,1,1,P.1 (2),2,2,0,1,P.1 (2),2,1,P.1 (2),0,1,0,1,1,P.1 (2),2,2,0,1,P.1 (2),2,1,P.1 (2),3,1,-,-,1,-,-,1,,1,-,1,,2,12,1,2.1,2,,2B,Canadá
NombreEquipo,B,4,Empate,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,B,12/6/2026,21:00,J1,Canadá,,2,2,,Bosnia y Herzegovina,1,3,,Grupo B,,,,,,,,,,,,,,,,,,,B,Catar,4,3,1,1,1,4,4,0,3B,3B,0,1,P.1 (4),4,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,3,12,1,3.1,3,,3B,Catar
Canadá,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,13/6/2026,21:00,J1,Catar,,2,1,,Suiza,1,8,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,B,Suiza,1,3,0,1,2,2,6,-4,4B,4B,0,1,P.1 (4),1,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,4,12,1,4.1,4,,4B,Suiza
Bosnia y Herzegovina,,,Visitante,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,,18/6/2026,21:00,J2,Suiza,,1,4,,Bosnia y Herzegovina,1,26,1B,1,,Bosnia y Herzegovina,5,3,1,2,0,8,5,3,1,Bosnia y Herzegovina,,,Canadá,,,,C,Brasil,9,3,3,0,0,8,2,6,1C,1C,0,1,P.1 (4),9,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1C,Brasil
Catar,,,Local,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,,19/6/2026,0:00,J2,Canadá,,1,0,,Catar,1,27,2B,2,,Canadá,5,3,1,2,0,3,2,1,1,Canadá,,,Bosnia y Herzegovina,,,,C,Marruecos,6,3,2,0,1,5,3,2,2C,2C,0,1,P.1 (4),6,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,2,12,1,2.1,2,,2C,Marruecos
Suiza,,,Empate,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,,24/6/2026,21:00,J3,Suiza,,0,0,,Canadá,1,51,3B,3,,Catar,4,3,1,1,1,4,4,0,1,Catar,,,Catar,,,,C,Haití,0,3,0,0,3,1,9,-8,4C,4C,0,1,P.1 (4),0,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,3,12,1,3.1,3,,3C,Escocia
,,,Empate,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,,24/6/2026,21:00,J3,Bosnia y Herzegovina,,2,2,,Catar,1,52,4B,4,,Suiza,1,3,0,1,2,2,6,-4,1,Suiza,,,Suiza,,,,C,Escocia,3,3,1,0,2,5,5,0,3C,3C,0,1,P.1 (4),3,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,4,12,1,4.1,4,,4C,Haití
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,Estados Unidos,3,3,1,0,2,4,5,-1,4D,4D,0,1,P.1 (4),3,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,1,12,1,1.1,1,,1D,Australia
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,D,Paraguay,4,3,1,1,1,6,6,0,2D,2D,0,1,P.1 (4),4,2,P.2 (2),1,0,0,3,2,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,2,12,1,2.1,2,,2D,Paraguay
NombreEquipo,C,4,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,C,14/6/2026,0:00,J1,Brasil,,3,1,,Marruecos,1,7,,Grupo C,,,,,,,,,,,,,,,,,,,D,Australia,5,3,1,2,0,5,4,1,1D,1D,0,1,P.1 (4),5,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,3,12,1,3.1,3,,3D,Turquía
Brasil,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,14/6/2026,3:00,J1,Haití,,1,4,,Escocia,1,5,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,D,Turquía,4,3,1,1,1,5,5,0,3D,3D,0,1,P.1 (4),4,2,P.2 (2),0,0,1,0,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,4,12,1,4.1,4,,4D,Estados Unidos
Marruecos,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,20/6/2026,0:00,J2,Escocia,,0,2,,Marruecos,1,30,1C,1,,Brasil,9,3,3,0,0,8,2,6,1,Brasil,,,Brasil,,,,E,Alemania,9,3,3,0,0,9,1,8,1E,1E,0,1,P.1 (4),9,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1E,Alemania
Haití,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,20/6/2026,2:30,J2,Brasil,,3,0,,Haití,1,29,2C,2,,Marruecos,6,3,2,0,1,5,3,2,1,Marruecos,,,Marruecos,,,,E,Curazao,3,3,1,0,2,4,7,-3,3E,3E,0,1,P.1 (4),3,2,P.2 (3),1,0,1,3,2,P.2 (3),4,4,0,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,2,12,1,2.1,2,,2E,Ecuador
Escocia,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,25/6/2026,0:00,J3,Escocia,,1,2,,Brasil,1,49,3C,3,,Escocia,3,3,1,0,2,5,5,0,1,Escocia,,,Haití,,,,E,Costa de Marfil,3,3,1,0,2,3,7,-4,4E,4E,0,1,P.1 (4),3,2,P.2 (3),1,0,1,3,2,P.2 (3),3,5,-2,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,3,12,1,3.1,3,,3E,Curazao
,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,25/6/2026,0:00,J3,Marruecos,,2,0,,Haití,1,50,4C,4,,Haití,0,3,0,0,3,1,9,-8,1,Haití,,,Escocia,,,,E,Ecuador,3,3,1,0,2,5,6,-1,2E,2E,0,1,P.1 (4),3,2,P.2 (3),1,0,1,3,2,P.2 (3),4,2,2,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,4,12,1,4.1,4,,4E,Costa de Marfil
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,Países Bajos,6,3,2,0,1,6,4,2,2F,2F,0,1,P.1 (4),6,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,1,12,1,1.1,1,,1F,Suecia
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,F,Japón,1,3,0,1,2,2,5,-3,4F,4F,0,1,P.1 (4),1,3,P.3 (2),0,1,0,1,3,P.3 (2),1,1,0,3,P.3 (2),1,3,P.3 (2),0,1,0,1,3,P.3 (2),1,1,0,3,P.3 (2),1,3,P.3 (2),-3,4,-,-,4,-,-,4,,4,-,4,,2,12,1,2.1,2,,2F,Países Bajos
NombreEquipo,D,4,Local,-,P.2 (2),,-,-,,-,-,,-,-,,-,-,,-,-,,D,13/6/2026,3:00,J1,Estados Unidos,,2,1,,Paraguay,1,4,,Grupo D,,,,,,,,,,,,,,,,,,,F,Suecia,9,3,3,0,0,7,4,3,1F,1F,0,1,P.1 (4),9,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,3,12,1,3.1,3,,3F,Túnez
Estados Unidos,,,Empate,-,P.2 (2),,-,-,,-,-,,-,-,,-,-,,-,-,,,14/6/2026,6:00,J1,Australia,,1,1,,Turquía,1,6,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,F,Túnez,1,3,0,1,2,3,5,-2,3F,3F,0,1,P.1 (4),1,3,P.3 (2),0,1,0,1,3,P.3 (2),1,1,0,3,P.3 (2),1,3,P.3 (2),0,1,0,1,3,P.3 (2),1,1,0,3,P.3 (2),1,3,P.3 (2),-2,3,-,-,3,-,-,3,,3,-,3,,4,12,1,4.1,4,,4F,Japón
Paraguay,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,19/6/2026,21:00,J2,Estados Unidos,,1,2,,Australia,1,32,1D,1,,Australia,5,3,1,2,0,5,4,1,1,Australia,,,Estados Unidos,,,,G,Bélgica,7,3,2,1,0,7,4,3,1G,1G,0,1,P.1 (4),7,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1G,Bélgica
Australia,,,Visitante,P.2 (2),P.2 (2),,-,-,,-,-,,-,-,,-,-,,-,-,,,20/6/2026,5:00,J2,Turquía,,2,3,,Paraguay,1,31,2D,2,,Paraguay,4,3,1,1,1,6,6,0,1,Paraguay,,,Paraguay,,,,G,Egipto,6,3,2,0,1,5,5,0,2G,2G,0,1,P.1 (4),6,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,2,12,1,2.1,2,,2G,Egipto
Turquía,,,Local,P.2 (2),-,,-,-,,-,-,,-,-,,-,-,,-,-,,,26/6/2026,4:00,J3,Turquía,,2,1,,Estados Unidos,1,59,3D,3,,Turquía,4,3,1,1,1,5,5,0,1,Turquía,,,Australia,,,,G,Irán,4,3,1,1,1,5,5,0,3G,3G,0,1,P.1 (4),4,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,3,12,1,3.1,3,,3G,Irán
,,,Empate,P.2 (2),-,,-,-,,-,-,,-,-,,-,-,,-,-,,,26/6/2026,4:00,J3,Paraguay,,2,2,,Australia,1,60,4D,4,,Estados Unidos,3,3,1,0,2,4,5,-1,1,Estados Unidos,,,Turquía,,,,G,Nueva Zelanda,0,3,0,0,3,3,6,-3,4G,4G,0,1,P.1 (4),0,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,4,12,1,4.1,4,,4G,Nueva Zelanda
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,España,9,3,3,0,0,10,4,6,1H,1H,0,1,P.1 (4),9,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1H,España
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,H,Cabo Verde,3,3,1,0,2,3,6,-3,3H,3H,0,1,P.1 (4),3,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,2,12,1,2.1,2,,2H,Uruguay
NombreEquipo,E,4,Local,-,P.2 (3),,-,P.2 (3),,-,-,,-,-,,-,-,,-,-,,E,14/6/2026,19:00,J1,Alemania,,3,0,,Curazao,1,10,,Grupo E,,,,,,,,,,,,,,,,,,,H,Arabia Saudita,0,3,0,0,3,4,8,-4,4H,4H,0,1,P.1 (4),0,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,3,12,1,3.1,3,,3H,Cabo Verde
Alemania,,,Visitante,P.2 (3),P.2 (3),,P.2 (3),P.2 (3),,-,-,,-,-,,-,-,,-,-,,,15/6/2026,1:00,J1,Costa de Marfil,,0,3,,Ecuador,1,9,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,H,Uruguay,6,3,2,0,1,6,5,1,2H,2H,0,1,P.1 (4),6,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,4,12,1,4.1,4,,4H,Arabia Saudita
Curazao,,,Local,-,P.2 (3),,-,P.2 (3),,-,-,,-,-,,-,-,,-,-,,,20/6/2026,22:00,J2,Alemania,,2,0,,Costa de Marfil,1,33,1E,1,,Alemania,9,3,3,0,0,9,1,8,1,Alemania,,,Alemania,,,,I,Francia,9,3,3,0,0,11,3,8,1I,1I,0,1,P.1 (4),9,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1I,Francia
Costa de Marfil,,,Visitante,P.2 (3),P.2 (3),,P.2 (3),P.2 (3),,-,-,,-,-,,-,-,,-,-,,,21/6/2026,2:00,J2,Ecuador,,1,2,,Curazao,1,34,2E,2,,Ecuador,3,3,1,0,2,5,6,-1,1,Ecuador,,,Curazao,,,,I,Senegal,3,3,1,0,2,6,9,-3,3I,3I,0,1,P.1 (4),3,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,2,12,1,2.1,2,,2I,Noruega
Ecuador,,,Visitante,P.2 (3),P.2 (3),,P.2 (3),P.2 (3),,-,-,,-,-,,-,-,,-,-,,,25/6/2026,22:00,J3,Curazao,,2,3,,Costa de Marfil,1,55,3E,3,,Curazao,3,3,1,0,2,4,7,-3,1,Curazao,,,Costa de Marfil,,,,I,Irak,1,3,0,1,2,4,7,-3,4I,4I,0,1,P.1 (4),1,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,3,12,1,3.1,3,,3I,Senegal
,,,Visitante,P.2 (3),-,,P.2 (3),-,,-,-,,-,-,,-,-,,-,-,,,25/6/2026,22:00,J3,Ecuador,,1,4,,Alemania,1,56,4E,4,,Costa de Marfil,3,3,1,0,2,3,7,-4,1,Costa de Marfil,,,Ecuador,,,,I,Noruega,4,3,1,1,1,5,7,-2,2I,2I,0,1,P.1 (4),4,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,4,12,1,4.1,4,,4I,Irak
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,Argentina,9,3,3,0,0,10,5,5,1J,1J,0,1,P.1 (4),9,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1J,Argentina
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,J,Argelia,4,3,1,1,1,6,7,-1,2J,2J,0,1,P.1 (4),4,2,P.2 (2),0,1,0,1,2,P.2 (2),2,2,0,2,P.2 (2),2,2,P.2 (2),0,1,0,1,2,P.2 (2),2,2,0,2,P.2 (2),2,2,P.2 (2),-1,2,P.2 (2),6,2,P.2 (2),2,2,,2,1,2,,2,12,2,2.2,2,,2J,Argelia
NombreEquipo,F,4,Local,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,F,14/6/2026,22:00,J1,Países Bajos,,2,0,,Japón,1,11,,Grupo F,,,,,,,,,,,,,,,,,,,J,Austria,4,3,1,1,1,6,7,-1,3J,3J,0,1,P.1 (4),4,2,P.2 (2),0,1,0,1,2,P.2 (2),2,2,0,2,P.2 (2),2,2,P.2 (2),0,1,0,1,2,P.2 (2),2,2,0,2,P.2 (2),2,2,P.2 (2),-1,2,P.2 (2),6,2,P.2 (2),3,3,,3,2,3,,2,12,2,2.2,2,,3J,Austria
Países Bajos,,,Local,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,,15/6/2026,4:00,J1,Suecia,,2,1,,Túnez,1,12,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,J,Jordania,0,3,0,0,3,5,8,-3,4J,4J,0,1,P.1 (4),0,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,4,12,1,4.1,4,,4J,Jordania
Japón,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,20/6/2026,19:00,J2,Países Bajos,,2,3,,Suecia,1,35,1F,1,,Suecia,9,3,3,0,0,7,4,3,1,Suecia,,,Países Bajos,,,,K,Portugal,9,3,3,0,0,10,4,6,1K,1K,0,1,P.1 (4),9,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1K,Portugal
Suecia,,,Empate,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,,21/6/2026,6:00,J2,Túnez,,1,1,,Japón,1,36,2F,2,,Países Bajos,6,3,2,0,1,6,4,2,1,Países Bajos,,,Japón,,,,K,RD Congo,1,3,0,1,2,3,9,-6,4K,4K,0,1,P.1 (4),1,3,P.3 (2),0,1,0,1,3,P.3 (2),2,2,0,3,P.3 (2),2,3,P.3 (2),0,1,0,1,3,P.3 (2),2,2,0,3,P.3 (2),2,3,P.3 (2),-6,4,-,-,4,-,-,4,,4,-,4,,2,12,1,2.1,2,,2K,Colombia
Túnez,,,Visitante,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,,26/6/2026,1:00,J3,Japón,,1,2,,Suecia,1,57,3F,3,,Túnez,1,3,0,1,2,3,5,-2,1,Túnez,,,Suecia,,,,K,Uzbekistán,1,3,0,1,2,4,8,-4,3K,3K,0,1,P.1 (4),1,3,P.3 (2),0,1,0,1,3,P.3 (2),2,2,0,3,P.3 (2),2,3,P.3 (2),0,1,0,1,3,P.3 (2),2,2,0,3,P.3 (2),2,3,P.3 (2),-4,3,-,-,3,-,-,3,,3,-,3,,3,12,1,3.1,3,,3K,Uzbekistán
,,,Visitante,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,,26/6/2026,1:00,J3,Túnez,,1,2,,Países Bajos,1,58,4F,4,,Japón,1,3,0,1,2,2,5,-3,1,Japón,,,Túnez,,,,K,Colombia,6,3,2,0,1,8,4,4,2K,2K,0,1,P.1 (4),6,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,4,12,1,4.1,4,,4K,RD Congo
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,Inglaterra,9,3,3,0,0,6,1,5,1L,1L,0,1,P.1 (4),9,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1L,Inglaterra
